xh,jyzk
2012212678,0
2012213808,1
2012212680,1
2012212681,1
2012215639,1
2012212160,1
2012212685,0
2012213492,1
2012212687,1
2012212688,0
2012212689,1
2012213507,1
2012213693,1
2012213849,1
2012210608,1
2012211622,1
2012212695,0
2012214312,1
2012211851,1
2012212698,0
2012215515,1
2012212700,1
2012212701,1
2012212702,0
2012215664,1
2012212644,1
2012212705,0
2012212706,1
2012214609,1
2012215048,1
2012214128,1
2012212711,0
2012213697,1
2012212713,0
2012212714,0
2012212715,1
2012214475,1
2012210776,1
2012213459,1
2012214983,1
2012211459,1
2012210450,1
2012212722,0
2012215545,1
2012214118,1
2012212725,0
2012214973,1
2012215022,1
2012212729,0
2012214831,1
2012211254,1
2012212732,0
2012212733,0
2012212734,0
2012212735,0
2012214196,1
2012211632,1
2012212738,1
2012210278,1
2012211233,1
2012211308,1
2012212742,0
2012211536,1
2012212744,1
2012212803,1
2012213678,1
2012213048,1
2012215880,1
2012212750,1
2012210695,1
2012213846,1
2012212753,0
2012212754,1
2012215824,1
2012214855,1
2012212758,1
2012212759,0
2012214890,1
2012212761,1
2012215044,1
2012212763,1
2012215665,1
2012215667,1
2012212766,0
2012215681,1
2012215832,1
2012212769,1
2012215686,1
2012212771,0
2012215821,1
2012215830,1
2012214915,1
2012212775,0
2012214187,1
2012212777,0
2012215590,1
2012212779,1
2012212780,1
2012212781,0
2012212782,1
2012214195,1
2012215670,1
2012215693,1
2012215822,1
2012215823,1
2012212788,1
2012215827,1
2012215828,1
2012215829,1
2012215861,1
2012213341,1
2012212794,0
2012212079,1
2012213832,1
2012212798,0
2012212799,0
2012212800,1
2012213854,1
2012212499,1
2012213160,1
2012212804,0
2012210388,1
2012212806,0
2012211288,1
2012212808,1
2012215304,1
2012210838,1
2012213009,1
2012212812,0
2012212129,1
2012212814,1
2012212132,1
2012212816,1
2012212817,1
2012212223,1
2012212819,0
2012212641,1
2012211764,1
2012212822,1
2012211848,1
2012211897,1
2012211961,1
2012214106,1
2012212829,0
2012212770,1
2012212832,1
2012212833,0
2012212835,1
2012213376,1
2012212837,1
2012212838,1
2012211986,1
2012214158,1
2012212584,1
2012214457,1
2012212404,1
2012213895,1
2012214617,1
2012214366,1
2012212847,1
2012212848,1
2012211465,1
2012214349,1
2012212851,0
2012212852,0
2012212853,0
2012215711,1
2012212855,1
2012210090,1
2012211396,1
2012212858,0
2012211244,1
2012215971,1
2012214400,1
2012212862,0
2012214490,1
2012210656,1
2012212867,1
2012212868,1
2012211040,1
2012212870,1
2012212871,1
2012212872,0
2012210803,1
2012212460,1
2012213276,1
2012213491,1
2012212877,1
2012213480,1
2012212879,0
2012214781,1
2012214797,1
2012212883,1
2012215801,1
2012212885,1
2012215853,1
2012212887,0
2012212888,1
2012212889,1
2012215856,1
2012211326,1
2012213185,1
2012212893,0
2012212894,0
2012211512,1
2012214401,1
2012212897,0
2012214532,1
2012210814,1
2012211648,1
2012213534,1
2012212903,0
2012212904,1
2012212907,0
2012213675,1
2012211591,1
2012210928,1
2012212911,1
2012210372,1
2012212913,1
2012212914,1
2012212564,1
2012212263,1
2012212917,1
2012212918,1
2012212997,1
2012214510,1
2012212921,0
2012212496,1
2012210396,1
2012212924,0
2012214075,1
2012212926,1
2012212416,1
2012212928,0
2012212930,1
2012212931,1
2012211369,1
2012215002,1
2012210220,1
2012210669,1
2012214790,1
2012212994,1
2012212854,1
2012214596,1
2012212942,1
2012213069,1
2012212945,1
2012212550,1
2012211636,1
2012213071,1
2012213104,0
2012213109,0
2012215151,1
2012213163,1
2012213219,0
2012210469,1
2012213770,1
2012212900,1
2012213918,1
2012213984,0
2012211666,1
2012214644,1
2012214019,1
2012214683,1
2012214728,1
2012214193,0
2012214631,1
2012214756,1
2012215332,0
2012214766,1
2012214811,1
2012215362,0
2012215547,0
2012212899,1
2012215569,1
2012215616,1
2012215913,0
2012215934,1
2012210452,1
2012213067,1
2012213068,1
2012213171,1
2012213070,1
2012210804,1
2012212909,1
2012213074,1
2012213076,1
2012213077,1
2012216047,1
2012213079,1
2012210284,1
2012215659,1
2012213683,1
2012210983,1
2012212774,1
2012213085,1
2012213086,0
2012214884,1
2012213088,1
2012213089,1
2012210478,1
2012213091,1
2012213092,0
2012213093,1
2012213094,1
2012213095,0
2012213096,1
2012210177,1
2012213099,1
2012213101,1
2012213103,0
2012213105,1
2012214514,1
2012213107,1
2012211841,1
2012213112,1
2012210574,1
2012213531,1
2012213115,1
2012212500,1
2012210481,1
2012213118,1
2012213119,1
2012213120,1
2012211269,1
2012211281,1
2012213123,1
2012213124,1
2012210093,1
2012213128,1
2012213420,1
2012213130,1
2012213131,1
2012213132,1
2012213134,1
2012213450,1
2012213136,0
2012213138,1
2012213139,0
2012213140,0
2012213142,1
2012213143,1
2012213144,1
2012213145,1
2012213887,1
2012214853,1
2012210397,1
2012210787,1
2012213218,1
2012213152,0
2012213153,1
2012213154,1
2012213155,1
2012213156,1
2012213157,1
2012213158,1
2012213159,1
2012213161,1
2012213164,1
2012213165,1
2012213166,1
2012213167,1
2012213168,1
2012213372,1
2012213170,1
2012213172,1
2012213217,1
2012213175,1
2012213260,1
2012213177,1
2012213178,1
2012213179,1
2012213049,1
2012213181,1
2012213182,1
2012210082,1
2012213184,1
2012211792,1
2012210281,1
2012213187,1
2012213189,0
2012213191,1
2012213192,1
2012213193,1
2012213358,1
2012215020,1
2012213196,1
2012213197,1
2012213198,1
2012213199,1
2012213200,1
2012213201,1
2012215523,1
2012213204,1
2012210048,1
2012213206,1
2012213207,1
2012213208,1
2012210771,1
2012211572,1
2012213755,1
2012212035,1
2012213214,1
2012213215,1
2012213216,1
2012215720,1
2012213350,1
2012213220,1
2012213221,1
2012215890,1
2012213764,1
2012213225,1
2012213228,1
2012213229,1
2012213230,1
2012213231,1
2012215500,1
2012212553,1
2012213232,1
2012213236,1
2012210688,1
2012213238,0
2012213239,1
2012213240,1
2012213241,1
2012213242,1
2012212394,1
2012213244,1
2012213245,0
2012213246,1
2012213445,1
2012214302,1
2012213249,0
2012214536,1
2012213251,1
2012213252,1
2012213253,1
2012213254,1
2012212531,1
2012213256,1
2012213237,1
2012215003,1
2012213259,1
2012215452,1
2012213261,1
2012213262,0
2012213263,1
2012213264,1
2012213265,1
2012210433,1
2012213267,1
2012212709,1
2012210717,1
2012213270,1
2012213271,1
2012213272,1
2012213273,1
2012213274,1
2012210701,1
2012212440,1
2012213277,1
2012215124,1
2012213280,1
2012213281,1
2012213282,1
2012213283,1
2012213285,1
2012215187,1
2012213287,0
2012213288,0
2012213289,1
2012213290,1
2012215203,1
2012216029,1
2012213293,1
2012213294,1
2012213613,1
2012213298,1
2012211327,1
2012213300,0
2012211938,1
2012213302,1
2012215728,1
2012213304,1
2012210965,1
2012213306,1
2012213307,1
2012213308,1
2012213309,1
2012213310,1
2012213311,1
2012213312,0
2012213313,1
2012212736,1
2012213315,1
2012210880,1
2012210962,1
2012213318,1
2012213319,1
2012214960,1
2012213223,1
2012212985,1
2012212031,1
2012213324,1
2012213325,1
2012211090,1
2012212958,1
2012214053,1
2012214506,0
2012214547,1
2012214629,0
2012215293,1
2012212957,1
2012214353,1
2012212145,1
2012212690,1
2012212533,1
2012216031,1
2012212974,1
2012212403,1
2012210459,1
2012210070,1
2012211994,1
2012212081,1
2012211355,1
2012213116,1
2012214081,1
2012210699,1
2012212575,1
2012213330,0
2012213331,1
2012213332,1
2012213333,1
2012212312,1
2012211518,1
2012213336,1
2012213337,1
2012212588,1
2012213210,1
2012214470,1
2012213342,1
2012214320,1
2012211286,1
2012211283,1
2012211177,1
2012211516,1
2012213348,1
2012212636,1
2012213269,1
2012213351,1
2012213353,1
2012210986,1
2012213502,1
2012213525,1
2012213617,1
2012213620,1
2012215648,1
2012215793,1
2012215879,1
2012213364,0
2012213365,1
2012213366,1
2012213367,1
2012213368,1
2012213286,1
2012213370,1
2012214025,1
2012212372,1
2012214060,1
2012213375,1
2012210659,1
2012213783,1
2012211147,1
2012213381,1
2012213382,1
2012213991,1
2012213384,1
2012213385,1
2012213386,1
2012212790,1
2012212737,1
2012215881,1
2012210410,1
2012212836,1
2012210408,1
2012213017,1
2012212805,1
2012214791,1
2012213087,1
2012215669,1
2012210386,1
2012210376,1
2012213405,1
2012213406,1
2012213407,1
2012215348,1
2012214600,1
2012210087,1
2012215353,1
2012214807,1
2012213413,1
2012213050,1
2012213750,1
2012213416,1
2012213346,1
2012213418,1
2012211524,1
2012210427,1
2012215493,1
2012215209,1
2012211315,1
2012213424,1
2012213426,1
2012213427,1
2012213428,1
2012213429,1
2012214909,1
2012211024,1
2012213433,1
2012213183,1
2012213435,1
2012213436,1
2012210630,1
2012211372,1
2012212196,1
2012213441,1
2012210417,1
2012213443,1
2012213444,1
2012211212,1
2012212967,1
2012213447,1
2012212523,1
2012214048,1
2012213690,1
2012211863,1
2012214672,1
2012213454,1
2012212425,1
2012213629,1
2012214673,1
2012212841,1
2012215749,1
2012210792,1
2012213463,1
2012210612,1
2012213465,1
2012210103,1
2012213467,1
2012212498,1
2012213469,1
2012213470,1
2012213473,1
2012213474,0
2012212786,1
2012212843,1
2012213688,1
2012213479,1
2012210476,1
2012215981,1
2012210272,1
2012215455,1
2012213488,1
2012212949,1
2012212912,1
2012213649,1
2012214429,1
2012213511,1
2012213496,1
2012211158,1
2012213962,1
2012215405,1
2012215608,1
2012211995,1
2012214109,1
2012213248,1
2012214275,1
2012213117,1
2012212948,1
2012213508,1
2012213509,1
2012213510,1
2012211046,1
2012213512,1
2012211069,1
2012213514,1
2012211683,1
2012215932,1
2012210381,1
2012211707,1
2012214172,1
2012213523,1
2012213180,1
2012213451,1
2012213599,1
2012212438,1
2012211605,1
2012214582,1
2012213530,1
2012213483,1
2012213532,1
2012213533,1
2012212984,1
2012214951,1
2012213603,1
2012212073,1
2012213538,1
2012214186,1
2012213541,1
2012213542,1
2012215962,1
2012213544,1
2012213545,1
2012213442,1
2012213787,1
2012213548,1
2012211466,1
2012215193,1
2012211473,1
2012213388,1
2012211844,1
2012213601,1
2012213558,1
2012211674,1
2012213561,1
2012213562,1
2012213186,1
2012213564,1
2012213565,1
2012213566,1
2012212651,1
2012215453,1
2012215195,1
2012213546,1
2012213794,1
2012213579,0
2012212881,1
2012215018,1
2012214308,1
2012214329,1
2012210694,1
2012211758,1
2012214731,1
2012212861,1
2012210873,1
2012211954,1
2012212349,1
2012213595,1
2012213596,1
2012215908,1
2012215961,1
2012213038,1
2012214069,1
2012214135,1
2012212557,1
2012214126,1
2012210930,1
2012213606,1
2012215325,1
2012210740,1
2012210052,1
2012212325,1
2012214783,1
2012213616,1
2012210569,1
2012213619,1
2012211494,1
2012210566,1
2012213625,1
2012212809,1
2012212875,1
2012213630,1
2012211493,1
2012211592,1
2012211606,1
2012215057,1
2012213639,1
2012213640,1
2012213641,1
2012213643,1
2012211038,1
2012212342,1
2012213176,1
2012213647,1
2012214223,1
2012215402,1
2012213834,1
2012215368,1
2012213652,1
2012213653,1
2012213654,1
2012214204,1
2012213657,1
2012213658,1
2012211210,1
2012215214,1
2012210888,1
2012213665,1
2012213666,1
2012213667,1
2012213669,1
2012211731,1
2012211827,1
2012213672,1
2012212066,1
2012212071,1
2012214063,1
2012213676,1
2012215729,1
2012215694,1
2012213680,1
2012213840,1
2012215800,1
2012215440,1
2012213684,1
2012214793,1
2012213961,1
2012212549,1
2012213631,1
2012215337,1
2012214714,1
2012213769,1
2012213699,1
2012213700,1
2012214777,1
2012214512,1
2012213705,1
2012210691,1
2012213707,1
2012213708,1
2012211879,1
2012215933,1
2012215979,1
2012213715,1
2012213931,1
2012212864,1
2012211694,1
2012211456,1
2012211457,1
2012214935,1
2012213722,1
2012211133,1
2012213724,1
2012215924,1
2012214238,1
2012214279,1
2012212426,1
2012213730,1
2012213815,1
2012215470,1
2012210363,1
2012212932,1
2012213804,1
2012211255,1
2012213740,1
2012214436,1
2012211600,1
2012213744,1
2012212383,1
2012213746,1
2012213747,1
2012215927,1
2012215955,1
2012215940,1
2012215973,1
2012212943,1
2012213753,1
2012213754,0
2012211670,1
2012213756,1
2012210644,1
2012212039,1
2012213759,1
2012213760,1
2012213761,1
2012213762,1
2012213763,1
2012214065,1
2012213766,1
2012213768,1
2012214256,1
2012213771,1
2012213772,1
2012213773,0
2012213774,1
2012213775,1
2012213129,1
2012211163,1
2012213778,1
2012213779,1
2012215939,1
2012213781,1
2012215703,1
2012211298,1
2012212230,1
2012213785,1
2012214642,1
2012214652,1
2012213788,1
2012214681,1
2012213790,1
2012213791,1
2012214698,1
2012214808,1
2012214826,1
2012210895,1
2012211054,1
2012213797,1
2012212526,1
2012211165,1
2012210430,1
2012212483,1
2012213802,1
2012211788,1
2012211073,1
2012213805,1
2012215742,1
2012213127,1
2012213301,1
2012212143,1
2012213373,1
2012214365,1
2012214175,1
2012213814,1
2012214200,1
2012215356,1
2012211438,1
2012213819,1
2012211963,1
2012213821,1
2012213822,1
2012211546,1
2012214192,1
2012213717,1
2012213806,1
2012213583,1
2012214899,1
2012211529,1
2012213830,1
2012212397,1
2012213536,1
2012211855,1
2012213735,1
2012213593,1
2012215423,1
2012210109,1
2012211231,1
2012211959,1
2012214552,1
2012211541,1
2012213844,1
2012213845,1
2012215743,1
2012213847,1
2012213169,1
2012215421,1
2012213852,1
2012213853,1
2012212554,1
2012213855,1
2012213856,1
2012213857,1
2012212091,1
2012215157,1
2012214585,1
2012213861,1
2012213885,1
2012213610,1
2012213803,1
2012215916,1
2012213867,0
2012212576,1
2012213872,1
2012212796,1
2012213874,1
2012213875,1
2012213876,1
2012213877,1
2012213878,1
2012213879,1
2012213880,1
2012213881,1
2012213882,1
2012213883,1
2012212507,1
2012213886,1
2012212525,1
2012213888,1
2012213889,1
2012212612,1
2012214904,1
2012213893,1
2012211503,1
2012213896,1
2012213897,1
2012213898,1
2012213900,1
2012213901,1
2012213902,1
2012214656,1
2012213905,1
2012214743,1
2012214770,1
2012213936,1
2012214809,1
2012214029,1
2012214099,1
2012214103,1
2012214101,1
2012210230,1
2012213335,1
2012214775,1
2012213234,1
2012213235,1
2012213934,1
2012215355,1
2012215384,1
2012215582,1
2012211528,1
2012212437,1
2012212891,1
2012215759,1
201321013025,1
201321074032,1
201321081007,1
201321091017,1
201321092017,1
201321092084,1
201321092112,1
201321094035,1
201321094041,1
201321095043,1
201321103065,1
201321112071,1
201321132215,1
201321142037,1
2012212074,1
2012212344,1
2012213911,1
2012210575,1
2012211662,1
2012212941,1
2012213478,1
2012213824,1
2012213829,1
2012214572,1
2012211784,1
2012214871,1
2012211593,1
2012213573,1
2012214292,1
2012214372,1
2012214105,1
2012214217,1
2012214218,1
2012214033,1
2012214220,0
2012214111,1
2012214222,1
2012213487,1
2012213411,1
2012214249,1
2012214493,1
2012214227,0
2012214228,1
2012214696,1
2012214230,0
2012214417,1
2012214416,1
2012214234,1
2012214441,1
2012214236,1
2012214449,1
2012211104,1
2012212420,1
2012212616,1
2012213716,1
2012213720,1
2012213737,1
2012214254,1
2012214246,1
2012214345,1
2012214113,1
2012213682,1
2012214160,1
2012214252,1
2012214253,1
2012211192,1
2012214258,1
2012213354,1
2012213500,1
2012214419,1
2012214259,0
2012214420,1
2012215221,1
2012216046,1
2012213432,1
2012214264,1
2012214336,1
2012214267,0
2012214413,1
2012214422,1
2012214270,1
2012214271,1
2012214272,1
2012210573,1
2012214274,1
2012211535,1
2012214055,1
2012214278,1
2012214085,1
2012215431,1
2012214281,1
2012214002,1
2012215189,1
2012214287,1
2012214289,1
2012214290,1
2012212388,1
2012215015,1
2012214295,1
2012214337,1
2012214297,1
2012214298,1
2012214299,1
2012215489,1
2012214738,1
2012213423,1
2012214303,1
2012213464,1
2012214501,1
2012214306,1
2012214307,1
2012213279,1
2012214309,0
2012215093,1
2012214403,1
2012214882,1
2012215277,1
2012214938,1
2012210952,1
2012211230,1
2012212407,1
2012213097,1
2012213106,1
2012214324,1
2012213539,1
2012213456,1
2012214327,1
2012211543,1
2012210002,1
2012212846,1
2012212390,1
2012212739,1
2012214333,0
2012215297,1
2012211425,1
2012215329,1
2012213800,1
2012211083,1
2012215460,1
2012213614,1
2012214342,0
2012214344,1
2012212699,1
2012214346,1
2012214347,1
2012214348,1
2012214472,1
2012212410,1
2012213995,1
2012214050,1
2012212764,1
2012213860,1
2012214355,1
2012214356,1
2012214357,0
2012214358,1
2012210603,1
2012213550,1
2012212922,1
2012215251,1
2012214363,1
2012214364,1
2012215496,1
2012210790,1
2012214367,1
2012214330,1
2012214369,1
2012211006,1
2012212348,1
2012214373,0
2012212411,1
2012214375,0
2012213122,1
2012213818,1
2012214414,1
2012214379,1
2012211539,1
2012213404,1
2012214383,1
2012212762,1
2012214385,1
2012214386,1
2012212228,1
2012210468,1
2012211332,1
2012213121,1
2012213661,1
2012210667,1
2012215228,1
2012211384,1
2012212842,1
2012214381,1
2012214399,1
2012211290,1
2012213974,1
2012214402,1
2012210513,1
2012210710,1
2012215013,1
2012214406,1
2012214407,1
2012215243,1
2012213825,1
2012212476,1
2012214411,0
2012214412,1
2012210402,1
2012214956,1
2012211198,1
2012214581,1
2012214583,1
2012215314,1
2012210462,1
2012214032,1
2012214421,1
2012213505,1
2012211182,1
2012214564,1
2012213345,1
2012214426,1
2012214427,1
2012213349,1
2012214730,1
2012214431,1
2012210779,1
2012210157,1
2012213691,1
2012214463,1
2012213052,1
2012210237,1
2012214439,0
2012211617,1
2012212821,1
2012212262,1
2012214443,1
2012214444,1
2012213073,1
2012215791,1
2012214447,1
2012214110,1
2012212148,1
2012210021,1
2012214451,1
2012212253,1
2012214591,1
2012214455,1
2012212442,1
2012213090,1
2012214458,1
2012214459,1
2012214460,1
2012214461,1
2012213650,1
2012210762,1
2012211016,1
2012212602,1
2012214466,1
2012212743,1
2012214468,0
2012212787,1
2012213864,1
2012214471,1
2012215733,1
2012213999,1
2012213651,1
2012214615,1
2012215904,1
2012211904,1
2012214478,1
2012214479,1
2012214480,0
2012214481,1
2012214482,1
2012214483,1
2012214484,1
2012214603,1
2012210879,1
2012214487,1
2012213359,1
2012213448,1
2012213513,1
2012214491,1
2012214492,1
2012213568,1
2012214494,1
2012213589,1
2012214496,1
2012214497,1
2012214530,1
2012212703,1
2012212741,1
2012212757,1
2012214502,1
2012211116,1
2012214504,1
2012212009,1
2012214233,1
2012214508,1
2012212840,1
2012212839,1
2012214511,1
2012210703,1
2012214513,0
2012212874,1
2012214219,1
2012210996,1
2012211010,1
2012213033,1
2012213004,1
2012215787,1
2012214521,1
2012210442,1
2012214102,1
2012214525,1
2012212718,1
2012212860,1
2012216097,1
2012214423,1
2012214531,1
2012214907,1
2012214533,1
2012214534,1
2012211305,1
2012213114,1
2012214577,1
2012214538,0
2012214858,1
2012213729,1
2012212529,1
2012213966,1
2012214544,0
2012213967,1
2012214546,1
2012213998,1
2012214549,1
2012212886,1
2012214551,1
2012213401,1
2012211187,1
2012211547,1
2012212625,1
2012214489,1
2012212147,1
2012215794,1
2012214559,0
2012215803,1
2012215872,1
2012215301,1
2012215176,1
2012214354,1
2012214108,1
2012214224,1
2012214569,1
2012214570,0
2012211629,1
2012214226,1
2012214573,1
2012214229,1
2012214575,1
2012214576,1
2012214263,1
2012212579,1
2012214579,1
2012212916,1
2012213058,1
2012213363,1
2012213203,1
2012214891,1
2012215735,1
2012214586,1
2012215083,1
2012214589,1
2012214590,1
2012215364,1
2012212513,1
2012214593,1
2012212692,1
2012214595,1
2012211109,1
2012215885,1
2012211615,1
2012213801,1
2012215108,1
2012215167,1
2012215786,1
2012214605,1
2012215857,1
2012214377,1
2012214608,0
2012215731,1
2012215805,1
2012213339,1
2012213578,1
2012214284,1
2012214614,1
2012214370,1
2012214562,1
2012214578,1
2012214619,1
2012214415,1
2012215607,1
2012210775,1
2012214625,1
2012214627,0
2012212797,1
2012215049,1
2012216036,1
2012212908,1
2012213209,1
2012215482,1
2012214305,1
2012214315,1
2012214442,1
2012212813,1
2012213522,1
2012210597,1
2012215700,1
2012215716,1
2012215795,1
2012214635,0
2012214636,1
2012214637,1
2012214638,1
2012214639,1
2012213555,1
2012214641,1
2012213921,1
2012211656,1
2012210434,1
2012213865,1
2012212658,1
2012210892,1
2012214649,1
2012210893,1
2012214654,1
2012214655,1
2012214038,1
2012214657,0
2012210663,1
2012214660,1
2012214661,1
2012215604,1
2012213662,1
2012213702,1
2012214668,1
2012213718,1
2012214670,1
2012214671,1
2012212380,1
2012214674,1
2012214675,1
2012214676,1
2012213634,1
2012212876,1
2012213858,1
2012214680,1
2012210704,1
2012214682,1
2012214323,1
2012214684,1
2012213833,1
2012215718,1
2012214687,1
2012214688,1
2012215615,1
2012214690,1
2012214691,1
2012214692,1
2012214693,1
2012214694,1
2012212969,1
2012215737,1
2012215900,1
2012214699,1
2012215911,1
2012215926,1
2012210586,1
2012214704,1
2012214705,1
2012214706,1
2012212319,1
2012215603,1
2012213733,1
2012214710,1
2012213739,1
2012214712,1
2012214713,1
2012213455,1
2012214715,1
2012213827,1
2012214718,1
2012214719,1
2012214361,1
2012214378,1
2012214723,1
2012214558,1
2012214725,0
2012211873,1
2012214446,1
2012214729,0
2012214623,1
2012215719,1
2012214732,1
2012214734,1
2012214735,1
2012211502,1
2012214737,1
2012210718,1
2012211220,1
2012211242,1
2012215229,1
2012212902,1
2012214744,1
2012214745,1
2012214746,1
2012214747,1
2012211587,1
2012210551,1
2012214752,1
2012214753,1
2012210610,1
2012214755,1
2012215125,1
2012214757,1
2012214758,1
2012215136,1
2012214760,1
2012215334,1
2012213110,1
2012214764,0
2012214245,1
2012214769,1
2012211391,1
2012214771,1
2012214772,1
2012210538,1
2012214774,1
2012214776,1
2012214424,1
2012214778,1
2012214240,1
2012215726,1
2012215765,1
2012211258,1
2012213752,1
2012214784,1
2012214785,1
2012214786,1
2012214787,1
2012214788,1
2012211621,1
2012210261,1
2012213449,1
2012212934,1
2012212850,1
2012214794,1
2012214795,1
2012214332,1
2012214476,1
2012214799,1
2012214563,1
2012214801,1
2012214611,1
2012215678,1
2012215814,1
2012214453,1
2012214659,1
2012213581,1
2012215906,1
2012215977,1
2012214810,1
2012212878,1
2012214813,1
2012213576,1
2012213757,1
2012214816,1
2012213838,1
2012210596,1
2012214819,1
2012210758,1
2012214821,1
2012214822,1
2012214823,1
2012214824,1
2012215129,1
2012214827,1
2012215162,1
2012215350,1
2012214830,1
2012212026,1
2012210356,1
2012214833,1
2012213721,1
2012214141,1
2012212923,1
2012214836,1
2012214837,1
2012214838,0
2012214839,1
2012214840,0
2012211136,1
2012214843,1
2012214844,1
2012213796,1
2012213799,1
2012214848,1
2012213839,1
2012214850,1
2012212547,1
2012210733,1
2012214856,1
2012214857,1
2012214739,1
2012214860,1
2012214861,1
2012215798,1
2012211174,1
2012214864,1
2012214865,1
2012214866,0
2012211243,1
2012214868,1
2012214869,0
2012212920,1
2012215508,1
2012214874,0
2012214875,1
2012214876,1
2012214877,1
2012213969,1
2012214880,0
2012214881,0
2012213970,1
2012214071,1
2012215894,1
2012214885,1
2012215897,1
2012210634,1
2012213727,1
2012214889,0
2012214392,1
2012214003,1
2012214892,0
2012214398,1
2012214894,1
2012214895,1
2012214896,1
2012214898,0
2012214464,1
2012214900,0
2012214901,1
2012214902,0
2012215869,1
2012215899,1
2012214906,0
2012215752,1
2012214908,0
2012215797,1
2012213758,1
2012214911,1
2012213809,1
2012214913,1
2012214914,0
2012213812,1
2012214916,1
2012213813,1
2012214918,1
2012210698,1
2012214920,1
2012214921,1
2012214922,0
2012214923,1
2012214924,1
2012214925,1
2012214926,1
2012214927,0
2012214339,1
2012214930,1
2012214380,1
2012214932,1
2012214933,1
2012214618,1
2012214854,1
2012214936,1
2012214937,0
2012215730,1
2012214939,1
2012214940,1
2012214944,1
2012214945,1
2012214946,1
2012215802,1
2012214948,0
2012214949,0
2012214950,1
2012215809,1
2012214952,0
2012214953,1
2012214954,1
2012214955,1
2012214317,1
2012214410,1
2012214958,1
2012214959,1
2012214507,1
2012214962,1
2012214963,0
2012211557,1
2012211576,1
2012214967,1
2012214968,1
2012213402,1
2012213414,1
2012214972,0
2012214879,1
2012214974,1
2012214975,1
2012214976,0
2012214977,1
2012214978,1
2012214979,0
2012210998,1
2012211491,1
2012215660,1
2012215736,1
2012215811,1
2012214985,0
2012214986,1
2012213043,1
2012214988,1
2012214887,1
2012214990,0
2012214991,1
2012214992,1
2012214993,1
2012214994,1
2012214296,1
2012214997,1
2012214998,1
2012214999,1
2012214310,1
2012215001,0
2012214607,1
2012215006,0
2012215008,0
2012215009,1
2012215010,0
2012215011,1
2012214388,1
2012214391,1
2012215706,1
2012215882,1
2012213468,1
2012214241,1
2012215145,1
2012215023,0
2012215024,0
2012215025,1
2012215026,0
2012215027,1
2012215028,1
2012215029,1
2012215030,1
2012215031,1
2012215032,1
2012215034,0
2012215035,1
2012215649,1
2012212444,1
2012215038,1
2012211188,1
2012215040,0
2012214849,1
2012215042,0
2012215865,1
2012215045,1
2012212970,1
2012215047,1
2012211378,1
2012213493,1
2012215050,0
2012215051,0
2012215052,0
2012215053,1
2012215723,1
2012215764,1
2012215058,1
2012215059,1
2012215864,1
2012215061,0
2012215062,1
2012215063,1
2012215064,1
2012215065,1
2012213704,1
2012215067,1
2012215068,1
2012215069,1
2012214707,1
2012215071,1
2012211720,1
2012215073,1
2012215074,1
2012214359,1
2012215076,1
2012214425,1
2012215078,1
2012214535,1
2012215080,0
2012215082,1
2012212614,1
2012215084,1
2012215085,1
2012215086,0
2012215088,1
2012215089,1
2012215090,1
2012215091,0
2012215092,1
2012215671,1
2012215095,1
2012215096,1
2012215097,1
2012215754,1
2012215099,1
2012215100,1
2012215101,1
2012215102,0
2012215207,1
2012215208,0
2012211066,1
2012210255,1
2012215211,1
2012213497,1
2012215213,1
2012213569,1
2012213594,1
2012215216,0
2012215217,1
2012215218,1
2012215219,1
2012215220,1
2012213714,1
2012214754,1
2012213863,1
2012212980,1
2012215225,1
2012215226,1
2012215227,1
2012215601,1
2012215866,1
2012215230,1
2012215231,1
2012215232,1
2012215233,0
2012215234,0
2012215235,1
2012215236,0
2012215781,1
2012215238,1
2012215239,1
2012215241,1
2012215242,1
